"STATISTIC Label","Month","Direction","Type of Passenger Movement","UNIT","VALUE"
"Passenger Movement","2007M02","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","714290"
"Passenger Movement","2007M02","Departing Eire","Passenger Movement by Air from Cork Airport","Number","82820"
"Passenger Movement","2007M02","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","91743"
"Passenger Movement","2007M02","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","73806"
"Passenger Movement","2007M02","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","17937"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","92209"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","84708"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","7501"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","36162"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","34719"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1096601"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","853232"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","96103"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","110623"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","22839"
"Passenger Movement","2007M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","87784"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Sea to All Countries","Number","85382"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Sea to Great Britain","Number","77328"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","8054"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement Cross-Border Rail","Number","30523"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement Cross-Border Bus","Number","34837"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Air from All Airports","Number","1104043"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","859404"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Air from Cork Airport","Number","97257"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","111171"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","88288"
"Passenger Movement","2007M03","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","22883"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","143398"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","127578"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","15820"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","34735"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","34398"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1172107"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","905926"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","102925"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","121175"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","24960"
"Passenger Movement","2007M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","96215"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Sea to All Countries","Number","136242"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Sea to Great Britain","Number","122157"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","14085"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement Cross-Border Rail","Number","30224"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement Cross-Border Bus","Number","33700"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Air from All Airports","Number","1139976"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","874507"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Air from Cork Airport","Number","102225"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","119712"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","94361"
"Passenger Movement","2007M04","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","25351"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","156806"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","145320"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","11486"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","40585"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","35945"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1246228"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","948174"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","114851"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","133418"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","32762"
"Passenger Movement","2007M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","100656"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Sea to All Countries","Number","133122"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Sea to Great Britain","Number","119388"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","13734"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement Cross-Border Rail","Number","36739"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement Cross-Border Bus","Number","35712"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Air from All Airports","Number","1286461"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","978640"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Air from Cork Airport","Number","121854"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","136570"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","104672"
"Passenger Movement","2007M05","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","31898"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","159164"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","142265"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","16899"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","32355"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","34177"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1377248"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","1034051"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","128360"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","160101"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","44826"
"Passenger Movement","2007M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","115275"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Sea to All Countries","Number","165723"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Sea to Great Britain","Number","142205"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","23518"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement Cross-Border Rail","Number","29366"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement Cross-Border Bus","Number","33892"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Air from All Airports","Number","1454296"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","1093492"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Air from Cork Airport","Number","136941"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","165211"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","121912"
"Passenger Movement","2007M06","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","43299"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","234951"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","208733"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","26218"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","44529"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","38755"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1565640"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","1178914"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","143495"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","175186"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","46877"
"Passenger Movement","2007M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","128309"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Sea to All Countries","Number","202219"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Sea to Great Britain","Number","176780"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","25439"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement Cross-Border Rail","Number","39316"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement Cross-Border Bus","Number","38361"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Air from All Airports","Number","1555235"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","1170960"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Air from Cork Airport","Number","140644"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","177651"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","124357"
"Passenger Movement","2007M07","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","53294"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","261954"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","235332"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","26622"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","49056"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","34230"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1575955"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","1186532"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","142531"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","175279"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","45253"
"Passenger Movement","2007M08","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","130026"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Sea to All Countries","Number","261329"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Sea to Great Britain","Number","238916"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","22413"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement Cross-Border Rail","Number","44632"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement Cross-Border Bus","Number","33713"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Air from All Airports","Number","1538209"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","1146436"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Air from Cork Airport","Number","140820"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","177745"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","129286"
"Passenger Movement","2007M08","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","48459"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","149822"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","132994"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","16828"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","39477"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","32878"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1388764"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","1058783"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","133872"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","140421"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","36110"
"Passenger Movement","2007M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","104311"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Sea to All Countries","Number","160588"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Sea to Great Britain","Number","145147"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","15441"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement Cross-Border Rail","Number","33377"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement Cross-Border Bus","Number","33070"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Air from All Airports","Number","1386725"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","1046879"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Air from Cork Airport","Number","136711"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","144713"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","107684"
"Passenger Movement","2007M09","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","37029"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","113980"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","105137"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","8843"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","38140"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","33854"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1234420"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","960948"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","107486"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","118823"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","25343"
"Passenger Movement","2007M10","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","93480"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Sea to All Countries","Number","117664"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Sea to Great Britain","Number","110177"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","7487"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement Cross-Border Rail","Number","34272"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement Cross-Border Bus","Number","35102"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Air from All Airports","Number","1252173"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","964034"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Air from Cork Airport","Number","108576"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","129090"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","97646"
"Passenger Movement","2007M10","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","31444"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","66200"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","64124"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","2076"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","42313"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","33325"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1048814"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","824286"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","89533"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","97293"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","23725"
"Passenger Movement","2007M11","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","73568"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Sea to All Countries","Number","63560"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Sea to Great Britain","Number","61414"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","2146"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement Cross-Border Rail","Number","37001"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement Cross-Border Bus","Number","33427"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Air from All Airports","Number","1024258"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","799917"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Air from Cork Airport","Number","88776"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","97262"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","73200"
"Passenger Movement","2007M11","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","24062"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","85610"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","82643"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","2967"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","40206"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","32437"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Air from All Airports","Number","984521"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","761925"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","89548"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","92611"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","20375"
"Passenger Movement","2007M12","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","72236"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Sea to All Countries","Number","74019"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Sea to Great Britain","Number","69093"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","4926"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement Cross-Border Rail","Number","34030"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement Cross-Border Bus","Number","32271"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Air from All Airports","Number","1053839"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","830681"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Air from Cork Airport","Number","94480"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","91606"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","72951"
"Passenger Movement","2007M12","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","18655"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","50442"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","49913"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","529"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","24058"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","32173"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Air from All Airports","Number","969582"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","773348"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","89793"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","77294"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","62064"
"Passenger Movement","2008M01","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","15230"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Sea to All Countries","Number","57381"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Sea to Great Britain","Number","56934"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","447"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement Cross-Border Rail","Number","19599"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement Cross-Border Bus","Number","32185"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Air from All Airports","Number","929999"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","724182"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Air from Cork Airport","Number","90732"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","79706"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","63641"
"Passenger Movement","2008M01","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","16065"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","54517"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","52344"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","2173"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","29863"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","30813"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Air from All Airports","Number","987710"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","774327"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","93739"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","81601"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","66050"
"Passenger Movement","2008M02","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","15551"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Sea to All Countries","Number","50850"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Sea to Great Britain","Number","48629"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","2221"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement Cross-Border Rail","Number","37011"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement Cross-Border Bus","Number","30528"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Air from All Airports","Number","984786"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","768935"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Air from Cork Airport","Number","94092"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","82783"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","67014"
"Passenger Movement","2008M02","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","15769"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","125299"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","115845"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","9454"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","30501"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","29497"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1209630"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","942091"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","112627"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","106793"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","86652"
"Passenger Movement","2008M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","20141"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Sea to All Countries","Number","113307"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Sea to Great Britain","Number","103653"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","9654"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement Cross-Border Rail","Number","36744"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement Cross-Border Bus","Number","29582"
