"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Number of Trips by Irish Residents","2008Q3","1 - 3 Nights","Southern and Eastern","Thousand","1121"
"Number of Trips by Irish Residents","2008Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2008Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2008Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2008Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2008Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2008Q3","4 + Nights","State","Thousand","853"
"Number of Trips by Irish Residents","2008Q3","4 + Nights","Border, Midland and Western","Thousand","257"
"Number of Trips by Irish Residents","2008Q3","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2008Q3","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2008Q3","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2008Q3","4 + Nights","Southern and Eastern","Thousand","596"
"Number of Trips by Irish Residents","2008Q3","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2008Q3","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2008Q3","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2008Q3","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2008Q3","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 + Nights","State","Thousand","2077"
"Number of Trips by Irish Residents","2008Q4","1 + Nights","Border, Midland and Western","Thousand","620"
"Number of Trips by Irish Residents","2008Q4","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 + Nights","Southern and Eastern","Thousand","1457"
"Number of Trips by Irish Residents","2008Q4","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","State","Thousand","1755"
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","Border, Midland and Western","Thousand","514"
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","Southern and Eastern","Thousand","1240"
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2008Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","4 + Nights","State","Thousand","322"
"Number of Trips by Irish Residents","2008Q4","4 + Nights","Border, Midland and Western","Thousand","106"
"Number of Trips by Irish Residents","2008Q4","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2008Q4","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2008Q4","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","4 + Nights","Southern and Eastern","Thousand","217"
"Number of Trips by Irish Residents","2008Q4","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2008Q4","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2008Q4","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2008Q4","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2008Q4","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 + Nights","State","Thousand","1760"
"Number of Trips by Irish Residents","2009Q1","1 + Nights","Border, Midland and Western","Thousand","573"
"Number of Trips by Irish Residents","2009Q1","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 + Nights","Southern and Eastern","Thousand","1187"
"Number of Trips by Irish Residents","2009Q1","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","State","Thousand","1527"
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","Border, Midland and Western","Thousand","496"
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","Southern and Eastern","Thousand","1030"
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","4 + Nights","State","Thousand","233"
"Number of Trips by Irish Residents","2009Q1","4 + Nights","Border, Midland and Western","Thousand","77"
"Number of Trips by Irish Residents","2009Q1","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q1","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q1","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","4 + Nights","Southern and Eastern","Thousand","156"
"Number of Trips by Irish Residents","2009Q1","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q1","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q1","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q1","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q1","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 + Nights","State","Thousand","2042"
"Number of Trips by Irish Residents","2009Q2","1 + Nights","Border, Midland and Western","Thousand","651"
"Number of Trips by Irish Residents","2009Q2","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 + Nights","Southern and Eastern","Thousand","1391"
"Number of Trips by Irish Residents","2009Q2","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","State","Thousand","1596"
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","Border, Midland and Western","Thousand","496"
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","Southern and Eastern","Thousand","1100"
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","4 + Nights","State","Thousand","446"
"Number of Trips by Irish Residents","2009Q2","4 + Nights","Border, Midland and Western","Thousand","155"
"Number of Trips by Irish Residents","2009Q2","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q2","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q2","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","4 + Nights","Southern and Eastern","Thousand","291"
"Number of Trips by Irish Residents","2009Q2","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q2","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q2","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q2","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q2","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 + Nights","State","Thousand","2512"
"Number of Trips by Irish Residents","2009Q3","1 + Nights","Border, Midland and Western","Thousand","820"
"Number of Trips by Irish Residents","2009Q3","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 + Nights","Southern and Eastern","Thousand","1691"
"Number of Trips by Irish Residents","2009Q3","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","State","Thousand","1643"
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","Border, Midland and Western","Thousand","533"
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","Southern and Eastern","Thousand","1110"
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","4 + Nights","State","Thousand","869"
"Number of Trips by Irish Residents","2009Q3","4 + Nights","Border, Midland and Western","Thousand","288"
"Number of Trips by Irish Residents","2009Q3","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q3","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q3","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","4 + Nights","Southern and Eastern","Thousand","582"
"Number of Trips by Irish Residents","2009Q3","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q3","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 + Nights","State","Thousand","2026"
"Number of Trips by Irish Residents","2009Q4","1 + Nights","Border, Midland and Western","Thousand","591"
"Number of Trips by Irish Residents","2009Q4","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 + Nights","Southern and Eastern","Thousand","1435"
"Number of Trips by Irish Residents","2009Q4","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","State","Thousand","1685"
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","Border, Midland and Western","Thousand","490"
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","Southern and Eastern","Thousand","1195"
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","1 - 3 Nights","South-West","Thousand",""
