"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2006Q1","4 + Nights","Dublin","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2006Q1","4 + Nights","Mid-East","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2006Q1","4 + Nights","Mid-West","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2006Q1","4 + Nights","South-East","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2006Q1","4 + Nights","South-West","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","State","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","Border, Midland and Western","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","Border","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","Midland","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","West","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","Southern and Eastern","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","Dublin","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","Mid-East","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","Mid-West","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","South-East","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2006Q2","1 + Nights","South-West","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","State","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","Border","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","Midland","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","West","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","Dublin","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","Mid-East","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","Mid-West","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","South-East","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q2","1 - 3 Nights","South-West","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","State","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","Border, Midland and Western","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","Border","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","Midland","Nights per Trip","11.7"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","West","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","Southern and Eastern","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","Dublin","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","Mid-East","Nights per Trip","12.2"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","Mid-West","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","South-East","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2006Q2","4 + Nights","South-West","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","State","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","Border, Midland and Western","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","Border","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","Midland","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","West","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","Southern and Eastern","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","Dublin","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","Mid-East","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","Mid-West","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","South-East","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2006Q3","1 + Nights","South-West","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","State","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","Border","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","Midland","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","West","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","Southern and Eastern","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","Dublin","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","Mid-East","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","Mid-West","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","South-East","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q3","1 - 3 Nights","South-West","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","State","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","Border, Midland and Western","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","Border","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","Midland","Nights per Trip","11.2"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","West","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","Southern and Eastern","Nights per Trip","9.3"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","Dublin","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","Mid-East","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","Mid-West","Nights per Trip","11"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","South-East","Nights per Trip","10.3"
"Average Length of Stay by Irish Residents","2006Q3","4 + Nights","South-West","Nights per Trip","9"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","Border, Midland and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","Border","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","Midland","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","West","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","Southern and Eastern","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","Dublin","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","Mid-East","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","Mid-West","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","South-East","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2006Q4","1 + Nights","South-West","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","State","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","Border, Midland and Western","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","Border","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","Midland","Nights per Trip","1.5"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","West","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","Dublin","Nights per Trip","1.6"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","Mid-East","Nights per Trip","1.6"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","Mid-West","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","South-East","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q4","1 - 3 Nights","South-West","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","State","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","Border, Midland and Western","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","Border","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","Midland","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","West","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","Southern and Eastern","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","Dublin","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","Mid-East","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","Mid-West","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","South-East","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2006Q4","4 + Nights","South-West","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","State","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","Border, Midland and Western","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","Border","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","Midland","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","West","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","Southern and Eastern","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","Dublin","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","Mid-East","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","Mid-West","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","South-East","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2007Q1","1 + Nights","South-West","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","State","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","Border, Midland and Western","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","Border","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","Midland","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","West","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","Dublin","Nights per Trip","1.6"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","Mid-East","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","Mid-West","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","South-East","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q1","1 - 3 Nights","South-West","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","State","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","Border, Midland and Western","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","Border","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","Midland","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","West","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","Southern and Eastern","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","Dublin","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","Mid-East","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","Mid-West","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","South-East","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2007Q1","4 + Nights","South-West","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","State","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","Border, Midland and Western","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","Border","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","Midland","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","West","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","Southern and Eastern","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","Dublin","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","Mid-East","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","Mid-West","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","South-East","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2007Q2","1 + Nights","South-West","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","State","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","Border","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","Midland","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","West","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","Southern and Eastern","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","Dublin","Nights per Trip","1.6"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","Mid-East","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","Mid-West","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","South-East","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q2","1 - 3 Nights","South-West","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","State","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","Border, Midland and Western","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","Border","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","Midland","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","West","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","Southern and Eastern","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","Dublin","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","Mid-East","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","Mid-West","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","South-East","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2007Q2","4 + Nights","South-West","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","State","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","Border, Midland and Western","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","Southern and Eastern","Nights per Trip","5"
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","State","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","1 - 3 Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","State","Nights per Trip","9"
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","Border, Midland and Western","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","Southern and Eastern","Nights per Trip","9.6"
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q3","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","State","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","Border, Midland and Western","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","Southern and Eastern","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","State","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","Border, Midland and Western","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","1 - 3 Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","State","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","Border, Midland and Western","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","Southern and Eastern","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007Q4","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","State","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","Border, Midland and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","Southern and Eastern","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","State","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","Border, Midland and Western","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","1 - 3 Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","State","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","Border, Midland and Western","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","Southern and Eastern","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q1","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","State","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","Border, Midland and Western","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","Southern and Eastern","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","State","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","1 - 3 Nights","South-West","Nights per Trip",""
