"Statistic Label","Quarter","Domestic","Region of Residence","UNIT","VALUE"
"Number of Nights by Irish Residents","2023Q3","Outbound","Northern and Western","Thousand","5059"
"Number of Nights by Irish Residents","2023Q3","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q3","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","Outbound","Southern","Thousand","7699"
"Number of Nights by Irish Residents","2023Q3","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q3","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","Outbound","Eastern and Midland","Thousand","14387"
"Number of Nights by Irish Residents","2023Q3","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q3","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q3","Outbound","Midland","Thousand",""
"Average Length of Stay by Irish Residents","2018Q1","Domestic","State","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q1","Domestic","Northern and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2018Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Domestic","Southern","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2018Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Domestic","Eastern and Midland","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2018Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Outbound","State","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2018Q1","Outbound","Northern and Western","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2018Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Outbound","Southern","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2018Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Outbound","Eastern and Midland","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2018Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Domestic","State","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2018Q2","Domestic","Northern and Western","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2018Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Domestic","Southern","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2018Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Domestic","Eastern and Midland","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2018Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Outbound","State","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2018Q2","Outbound","Northern and Western","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2018Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Outbound","Southern","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2018Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Outbound","Eastern and Midland","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2018Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Domestic","State","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2018Q3","Domestic","Northern and Western","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2018Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Domestic","Southern","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2018Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Domestic","Eastern and Midland","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2018Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Outbound","State","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2018Q3","Outbound","Northern and Western","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2018Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Outbound","Southern","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2018Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Outbound","Eastern and Midland","Nights per Trip","9"
"Average Length of Stay by Irish Residents","2018Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Domestic","State","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2018Q4","Domestic","Northern and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Domestic","Southern","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Domestic","Eastern and Midland","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2018Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Outbound","State","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2018Q4","Outbound","Northern and Western","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2018Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Outbound","Southern","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2018Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Outbound","Eastern and Midland","Nights per Trip","5.3"
"Average Length of Stay by Irish Residents","2018Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Domestic","State","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2019Q1","Domestic","Northern and Western","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2019Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Domestic","Southern","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2019Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Domestic","Eastern and Midland","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2019Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Outbound","State","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2019Q1","Outbound","Northern and Western","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2019Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Outbound","Southern","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2019Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Outbound","Eastern and Midland","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2019Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Domestic","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2019Q2","Domestic","Northern and Western","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2019Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Domestic","Southern","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2019Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Domestic","Eastern and Midland","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2019Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Outbound","State","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2019Q2","Outbound","Northern and Western","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2019Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Outbound","Southern","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2019Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Outbound","Eastern and Midland","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2019Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Domestic","State","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2019Q3","Domestic","Northern and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2019Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Domestic","Southern","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2019Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Domestic","Eastern and Midland","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2019Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Outbound","State","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2019Q3","Outbound","Northern and Western","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2019Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Outbound","Southern","Nights per Trip","9.3"
"Average Length of Stay by Irish Residents","2019Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Outbound","Eastern and Midland","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2019Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Domestic","State","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2019Q4","Domestic","Northern and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2019Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Domestic","Southern","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2019Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Domestic","Eastern and Midland","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2019Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Outbound","State","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2019Q4","Outbound","Northern and Western","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2019Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Outbound","Southern","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2019Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Outbound","Eastern and Midland","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2019Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Domestic","State","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2020Q1","Domestic","Northern and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2020Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Domestic","Southern","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2020Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Domestic","Eastern and Midland","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2020Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Outbound","State","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2020Q1","Outbound","Northern and Western","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2020Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Outbound","Southern","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2020Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Outbound","Eastern and Midland","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2020Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","State","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2020Q2","Domestic","Northern and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","Southern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","Eastern and Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","State","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2020Q2","Outbound","Northern and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","Southern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","Eastern and Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Domestic","State","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2020Q3","Domestic","Northern and Western","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2020Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Domestic","Southern","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2020Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Domestic","Eastern and Midland","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2020Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","State","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2020Q3","Outbound","Northern and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","Southern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","Eastern and Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Domestic","State","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2020Q4","Domestic","Northern and Western","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2020Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Domestic","Southern","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2020Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Domestic","Eastern and Midland","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2020Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","State","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2020Q4","Outbound","Northern and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","Southern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","Eastern and Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Domestic","State","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2021Q1","Domestic","Northern and Western","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2021Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Domestic","Southern","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2021Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Domestic","Eastern and Midland","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2021Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Outbound","State","Nights per Trip","12.7"
"Average Length of Stay by Irish Residents","2021Q1","Outbound","Northern and Western","Nights per Trip","1.5"
"Average Length of Stay by Irish Residents","2021Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Outbound","Southern","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2021Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Outbound","Eastern and Midland","Nights per Trip","15.2"
"Average Length of Stay by Irish Residents","2021Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Outbound","Mid-East","Nights per Trip",""
