"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","Southern","Thousand",""
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","Eastern and Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2020Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","State","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","Northern and Western","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","Southern","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","Eastern and Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2020Q2","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 + Nights","State","Thousand","4188"
"Number of Trips by Irish Residents","2020Q3","1 + Nights","Northern and Western","Thousand","1339"
"Number of Trips by Irish Residents","2020Q3","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 + Nights","Southern","Thousand","2162"
"Number of Trips by Irish Residents","2020Q3","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 + Nights","Eastern and Midland","Thousand","688"
"Number of Trips by Irish Residents","2020Q3","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","State","Thousand","2927"
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","Northern and Western","Thousand","930"
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","Southern","Thousand","1416"
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","Eastern and Midland","Thousand","581"
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2020Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q3","4 + Nights","State","Thousand","1262"
"Number of Trips by Irish Residents","2020Q3","4 + Nights","Northern and Western","Thousand","409"
"Number of Trips by Irish Residents","2020Q3","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2020Q3","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","4 + Nights","Southern","Thousand","746"
"Number of Trips by Irish Residents","2020Q3","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2020Q3","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2020Q3","4 + Nights","Eastern and Midland","Thousand","106"
"Number of Trips by Irish Residents","2020Q3","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2020Q3","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2020Q3","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 + Nights","State","Thousand","1136"
"Number of Trips by Irish Residents","2020Q4","1 + Nights","Northern and Western","Thousand","295"
"Number of Trips by Irish Residents","2020Q4","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 + Nights","Southern","Thousand","454"
"Number of Trips by Irish Residents","2020Q4","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 + Nights","Eastern and Midland","Thousand","387"
"Number of Trips by Irish Residents","2020Q4","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","State","Thousand","854"
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","Northern and Western","Thousand","184"
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","Southern","Thousand","347"
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","Eastern and Midland","Thousand","324"
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2020Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q4","4 + Nights","State","Thousand","282"
"Number of Trips by Irish Residents","2020Q4","4 + Nights","Northern and Western","Thousand","111"
"Number of Trips by Irish Residents","2020Q4","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2020Q4","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","4 + Nights","Southern","Thousand","107"
"Number of Trips by Irish Residents","2020Q4","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2020Q4","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2020Q4","4 + Nights","Eastern and Midland","Thousand","64"
"Number of Trips by Irish Residents","2020Q4","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2020Q4","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2020Q4","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 + Nights","State","Thousand","278"
"Number of Trips by Irish Residents","2021Q1","1 + Nights","Northern and Western","Thousand","72"
"Number of Trips by Irish Residents","2021Q1","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 + Nights","Southern","Thousand","145"
"Number of Trips by Irish Residents","2021Q1","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 + Nights","Eastern and Midland","Thousand","61"
"Number of Trips by Irish Residents","2021Q1","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","State","Thousand","177"
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","Northern and Western","Thousand","37"
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","Southern","Thousand","110"
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","Eastern and Midland","Thousand","31"
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q1","4 + Nights","State","Thousand","101"
"Number of Trips by Irish Residents","2021Q1","4 + Nights","Northern and Western","Thousand","35"
"Number of Trips by Irish Residents","2021Q1","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q1","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","4 + Nights","Southern","Thousand","36"
"Number of Trips by Irish Residents","2021Q1","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q1","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q1","4 + Nights","Eastern and Midland","Thousand","30"
"Number of Trips by Irish Residents","2021Q1","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q1","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q1","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 + Nights","State","Thousand","990"
"Number of Trips by Irish Residents","2021Q2","1 + Nights","Northern and Western","Thousand","311"
"Number of Trips by Irish Residents","2021Q2","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 + Nights","Southern","Thousand","395"
"Number of Trips by Irish Residents","2021Q2","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 + Nights","Eastern and Midland","Thousand","284"
"Number of Trips by Irish Residents","2021Q2","1 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","State","Thousand","753"
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","Northern and Western","Thousand","226"
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","Southern","Thousand","299"
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","Eastern and Midland","Thousand","228"
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q2","4 + Nights","State","Thousand","237"
"Number of Trips by Irish Residents","2021Q2","4 + Nights","Northern and Western","Thousand","85"
"Number of Trips by Irish Residents","2021Q2","4 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q2","4 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","4 + Nights","Southern","Thousand","95"
"Number of Trips by Irish Residents","2021Q2","4 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","4 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q2","4 + Nights","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q2","4 + Nights","Eastern and Midland","Thousand","56"
"Number of Trips by Irish Residents","2021Q2","4 + Nights","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q2","4 + Nights","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q2","4 + Nights","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q3","1 + Nights","State","Thousand","2808"
"Number of Trips by Irish Residents","2021Q3","1 + Nights","Northern and Western","Thousand","745"
"Number of Trips by Irish Residents","2021Q3","1 + Nights","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q3","1 + Nights","West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","1 + Nights","Southern","Thousand","1377"
"Number of Trips by Irish Residents","2021Q3","1 + Nights","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","1 + Nights","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q3","1 + Nights","South-West","Thousand",""
