freq,animals,month,unit,geo\TIME_PERIOD	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,A2230_2330,M12,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	292.40 	279.90 	257.60 	217.20 	216.40 	222.00 	216.00 	201.30 	202.40 	205.10 	204.94 	210.18 	203.02 	200.94 	203.07 	206.91 	211.15 	217.58 	224.40 	224.91 	222.48 	224.01 	220.57 	218.33 	217.86 	214.37 	213.60 	202.97 p
A,A2230_2330,M12,THS_HD,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63.00 	66.00 	67.00 	65.00 	63.00 p	64.00 p	62.20 p	59.90 p	57.53 p	52.12 p	51.06 p	: 
A,A2230_2330,M12,THS_HD,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	162.00 	156.00 	158.00 	160.00 	162.00 	167.00 	164.00 	135.00 	145.00 	116.00 	115.00 	: 
A,A2230_2330,M12,THS_HD,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.84 	8.58 	8.00 	8.33 	8.32 	8.08 	8.37 	8.03 	7.68 	6.99 	6.93 	6.92 	6.94 	7.11 	7.00 	7.11 	6.76 	6.85 	6.75 	6.84 	6.55 	6.77 	6.57 
A,A2230_2330,M12,THS_HD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2289.00 	2359.00 	2348.00 	2332.00 	2379.00 	2462.00 	2510.00 	2546.00 	2611.00 	2690.00 	2724.00 	2652.00 	2554.00 	2438.00 	2211.70 	2160.00 	2150.00 	2155.00 	2131.00 	2106.00 	2079.00 	2009.00 	2024.00 	1915.00 	1925.00 	1868.00 	1814.00 	1764.00 	1767.00 	1754.00 	1766.84 	1714.00 	1671.00 	1616.00 	1675.00 	1779.00 	1754.00 	1747.00 	1724.00 	1745.00 	1794.00 	1818.00 	1932.00 	1969.00 	1846.00 	1702.00 	1740.00 	1705.00 	1692.00 	1707.00 	1690.00 
A,A2230_2330,M12,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3671.60 	3481.60 	3238.90 	3170.69 	3172.57 	3072.49 	2984.29 	3013.19 	2913.95 	2945.05 	3013.76 	2909.05 	2871.24 	2797.97 	2675.51 	2659.94 	2626.47 	2532.80 	2538.30 	2567.60 	2644.20 	2656.00 	2639.20 	2556.40 	2659.79 	2693.23 p
A,A2230_2330,M12,THS_HD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	696.00 	673.00 	705.00 	677.00 	672.00 	667.00 	704.41 	711.41 	737.41 	758.41 	766.41 	778.41 	776.01 	760.80 	759.26 	761.46 	770.13 	795.18 	806.21 	796.38 	807.57 	812.26 	812.50 	817.44 	803.77 	797.96 	795.54 	809.86 	817.83 	828.49 	841.92 	836.32 	842.81 	844.93 	839.00 p	809.20 	780.32 p
A,A2230_2330,M12,THS_HD,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1982.40 	1939.00 	1843.80 	1793.90 	1768.80 	1774.30 	1746.50 	1759.40 	1756.70 	1765.80 	1817.60 	1818.97 	1748.60 	1656.40 	1581.50 	1307.20 	1291.80 	1291.30 	1306.10 	1331.20 	1335.10 	1334.70 	1313.00 	1299.80 	1276.90 	1255.50 	1227.70 	1233.70 	1223.10 p
A,A2230_2330,M12,THS_HD,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	659.00 	645.00 	613.00 	583.00 	553.00 	536.00 	545.00 	480.00 	494.00 	481.00 	463.00 	468.00 	491.00 	480.00 	475.00 	451.00 	406.03 	371.91 
A,A2230_2330,M12,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	756.00 	734.20 	725.40 	722.50 	731.60 	704.70 	682.00 	675.53 	652.90 	645.30 	647.66 	639.73 	635.11 	638.22 	632.96 	620.10 	622.73 	617.12 	606.38 	604.94 	600.67 	592.58 	595.26 	603.09 	594.57 	582.99 	575.94 	570.40 	570.81 	559.00 
A,A2230_2330,M12,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	211.98 	204.98 	211.17 	202.40 	197.93 	192.93 	190.77 	198.52 	196.62 	196.23 	195.09 	191.94 	188.28 	186.64 	191.02 	194.04 	194.74 	191.35 	188.68 	188.84 	190.95 	188.35 	179.59 	177.81 
A,A2230_2330,M12,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	404.00 	388.00 	364.00 	335.00 	322.47 	315.00 	298.58 	305.46 	282.20 	265.73 	263.85 	251.63 	247.88 	243.03 	236.43 	237.08 	234.88 	235.98 	232.77 	237.77 	231.17 	225.67 	226.02 	226.05 	222.04 	222.78 	221.24 	218.43 	216.27 p
A,A2230_2330,M12,THS_HD,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6307.82 	6515.83 	6476.98 	6452.84 	6332.39 p	6955.06 p	7392.35 p	7671.34 	7900.42 	7883.15 	7473.49 	: 
A,A2230_2330,M12,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6394.00 	6392.00 	6057.00 	5980.00 	5890.92 	5925.62 	5796.07 	5637.00 	5635.90 	5633.77 	5625.96 	5480.18 	5442.47 	5393.85 	5187.13 	5233.20 	5259.19 	5279.80 	5184.16 	5204.71 	5282.81 	5313.22 	5218.14 	5062.68 	5032.50 	5066.47 	5061.21 	4813.31 	4586.49 	4629.47 	4600.43 	4613.00 	4579.00 	4536.00 	4436.00 	4314.00 	4291.00 	4310.00 	4174.00 	4128.00 	4126.00 	4176.00 	4164.00 	4125.00 	4119.00 	4041.00 	3975.00 	: 	: 	: 	: 
A,A2230_2330,M12,THS_HD,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150.40 	151.77 	148.13 	143.36 	143.36 	142.16 	144.57 	143.00 	141.09 	: 
A,A2300,M05_M06,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	890.16 	887.99 	902.37 	909.61 	892.58 	874.29 	878.63 	872.55 	874.19 	845.01 	814.47 	804.30 	806.04 	805.56 	799.03 	797.61 	799.67 	799.49 	792.16 	782.00 	768.95 	770.17 	761.83 	754.73 	754.86 	740.12 	725.83 	716.16 	714.76 	709.70 	704.03 
A,A2300,M05_M06,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1079.00 	1069.00 	1069.00 	1073.00 	1079.52 	1111.30 	1113.27 	1110.20 	1107.66 	1134.26 	1154.44 	1143.00 	1143.96 	1145.92 	1137.26 	1146.77 	1163.62 	1158.59 	1145.00 	1192.11 	1171.11 	1175.21 	1134.16 	1135.00 	1159.98 	1167.17 	1155.42 	1183.76 	1140.00 	1102.08 	1091.59 	1086.05 	1070.97 	1068.22 	1051.60 	1057.11 	1048.53 	1028.78 	1034.56 	1007.07 	971.48 	987.38 	1005.24 	970.37 	967.69 	960.21 	953.54 	937.15 	902.05 	917.64 
A,A2300,M05_M06,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	644.00 	632.00 	624.00 	610.00 	598.00 	559.00 	482.00 	388.00 	362.00 	360.00 	380.00 	417.00 	435.00 	: 	395.70 	362.30 	355.90 	384.80 	: 	357.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	702.57 	693.63 	696.68 	683.45 	683.29 	683.18 p	678.39 	678.68 	670.09 
A,A2300,M05_M06,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	586.00 	587.00 	589.00 	591.00 	572.70 	564.60 	581.19 	564.07 	564.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6301.94 	5807.69 	5793.62 	5781.11 	5895.67 	5874.04 	5776.01 	5621.76 	5560.35 	5399.67 	5407.60 	5224.76 	5146.08 	5036.42 	4982.77 	4825.56 	4811.77 	4962.16 	4941.02 	4900.01 	4884.30 	4864.69 	4895.64 	4981.18 	4968.67 	4957.09 	4884.67 	4830.48 	4719.65 	4609.38 	4517.04 	4429.73 	4398.58 
A,A2300,M05_M06,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1181.00 	1166.00 	1144.00 	1104.00 	1082.00 	1059.00 	1061.00 	1010.00 	951.00 	920.00 	871.00 	842.00 	831.00 	840.00 	843.00 	824.00 	838.00 	818.00 	824.00 	825.00 	795.00 	791.00 	762.00 	760.00 	753.00 	730.00 	708.00 	671.00 	656.00 	652.00 	648.00 	666.00 	681.00 	686.00 	686.00 	688.00 	678.00 	664.00 	661.00 	669.00 	665.00 	667.00 	654.00 	653.00 	647.00 	634.00 	625.07 
A,A2300,M05_M06,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	382.70 	372.30 	367.21 	366.54 	369.00 	370.00 	375.57 	344.24 	334.51 	341.00 	311.00 	306.00 	268.00 	279.00 	298.00 	302.00 	303.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2658.39 	2673.95 	2653.13 	2694.02 	2782.73 	2745.96 	2695.37 	2792.24 	2743.75 	2760.44 	2780.79 	2916.00 	2958.00 	2896.00 	3049.00 	2955.00 	2961.45 	3025.00 	3115.78 	3165.90 	3035.00 	2968.22 	2887.00 	2918.57 	2941.52 	2782.19 	2829.61 	2733.59 	2638.25 	2594.88 	2716.46 	2677.96 	2800.75 	2831.74 	2865.29 	2854.17 	2926.88 p	2987.43 	2951.10 	2896.60 
A,A2300,M05_M06,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33564.50 	33711.40 	33760.73 	33769.91 	33206.36 	33090.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	456.10 	459.50 	449.30 	427.80 	423.30 	423.30 	413.70 	402.00 	391.90 	382.00 	375.90 	359.23 	355.20 	353.40 	348.33 	339.35 	337.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10137.50 	10205.90 	10020.70 	10030.00 	9965.00 	10017.60 	9987.60 	9624.00 	9645.90 	9164.60 	8682.30 	8975.00 	8926.00 	8630.00 	8518.00 	8353.00 	8532.30 	8519.00 	8536.00 	8405.00 	8280.00 	8297.00 	8298.22 	8445.91 	8187.44 	8075.45 	7860.52 	7779.20 	7745.15 	7747.60 	8052.20 	7958.30 	7892.90 	7860.30 	7706.10 	7681.80 	7758.90 	7808.70 	7838.09 	7810.98 	7652.30 	7545.77 	7442.45 	7315.23 	7159.44 	6960.38 
A,A2300,M05_M06,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	677.00 	665.00 	656.00 	638.00 	603.00 	539.00 	476.00 	440.00 	426.00 	: 	421.00 	406.00 	413.00 	391.00 	379.00 	362.00 	362.00 	348.00 	345.00 	326.00 	322.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2094.50 	2096.30 	2108.20 	2034.90 	2003.40 	2030.50 	2067.00 	2077.40 	2078.30 	2025.20 	1985.60 	1964.40 	2036.40 	2091.00 	2148.10 	2167.00 	2243.20 	2271.60 	2295.30 	2379.10 	2453.60 	2481.70 	2417.90 	2364.50 	2379.30 	2318.35 	2342.88 	2363.20 	2183.86 	2267.18 	2296.94 	2315.28 	2300.40 	2229.18 	2240.20 	2289.43 	2313.48 	2355.43 	2371.63 	2501.55 	2513.64 	2528.75 	2504.51 	2550.96 	2544.83 	2540.53 	2518.79 
A,A2300,M05_M06,THS_HD,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.50 	29.00 	: 	29.15 	30.49 	29.32 	: 	: 
A,A2300,M05_M06,THS_HD,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3724.00 	3789.90 	3784.20 	3743.80 	3816.80 	3846.00 	3689.00 	3620.30 	3486.40 	3480.00 	3476.50 	3425.50 	3481.00 	3256.70 	3073.40 	3000.00 	2994.00 	2866.00 	2833.00 	2731.00 	2642.00 	2677.00 	2653.00 	2779.00 	2787.00 	2349.82 	2340.00 	2327.19 	2270.99 	2264.40 	2309.45 	2260.98 	2247.59 	2106.30 	2167.54 	2381.07 	2382.30 	2375.01 	2244.94 	2186.69 	2192.11 	2109.80 	2129.94 	2160.58 	2130.34 	2123.00 
A,A2300,M05_M06,THS_HD,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	546.60 	: 	: 	: 	450.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.00 	76.00 	78.92 	79.82 	79.88 	79.82 	83.46 	85.60 	83.91 	82.79 	81.66 	79.79 	80.12 	80.89 	80.86 	76.78 	77.49 	77.79 	79.51 	79.60 	76.93 	76.60 	77.20 	75.62 	75.88 	73.99 	71.57 	71.01 	71.01 	70.23 	72.53 	76.46 	77.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	551.90 	436.50 	352.90 	313.80 	290.90 	280.80 	256.30 	218.80 	218.10 	: 	207.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2255.00 	2259.00 	2282.00 	2245.00 	2295.00 	2369.00 	2400.00 	2418.00 	2490.00 	2554.00 	2584.00 	2412.00 	2334.00 	2165.65 	2042.93 	1996.51 	1997.00 	1991.54 	1922.40 	1903.00 	1845.00 	1855.00 	1794.00 	1705.00 	1754.00 	1720.00 	1663.00 	1702.00 	1614.00 	1619.95 	1601.00 	1600.00 	1564.00 	1557.00 	1589.00 	1610.00 	1590.00 	1568.00 	1583.00 	1637.00 	1655.00 	1702.21 	1810.69 	1752.93 	1685.02 	1640.83 	1651.38 	1627.06 	1623.27 	1628.85 
A,A2300,M05_M06,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4936.50 	4805.70 	4993.80 	4919.10 	4577.30 	4256.80 	3982.80 	3863.50 	3578.90 	3461.20 	3489.70 	3541.70 	3417.50 	3097.50 	3005.33 	2873.17 	2897.43 	2795.98 	2794.97 	2823.83 	2786.70 	2806.47 	2687.90 	2655.67 	2625.96 	2578.01 	2530.54 	2479.09 	2444.48 	2332.00 	2374.00 	2429.00 	2461.00 	2468.00 	2388.00 	2207.66 	2166.09 
A,A2300,M05_M06,THS_HD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	601.00 	618.85 	606.00 	601.00 	615.00 	620.00 	617.00 	635.58 	643.73 	644.40 	637.60 	637.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	735.90 	747.19 	745.38 	742.18 	756.62 	757.34 	741.95 	718.47 p
A,A2300,M05_M06,THS_HD,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1608.20 	1640.00 	1637.83 	1637.00 	1594.40 	1523.90 	1447.80 	1195.10 	1205.20 	1221.50 	1223.70 	1233.00 	1227.50 	1199.10 	1196.80 	1178.70 	1159.70 	1148.30 	1134.70 	1111.30 
A,A2300,M05_M06,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	662.00 	679.00 	674.00 	639.20 	630.40 	637.00 	619.00 	613.30 	594.90 	584.20 	585.68 	567.24 	575.40 	575.28 	565.05 	565.05 	553.45 	548.28 	546.42 	542.15 	540.47 	539.44 	530.60 	522.68 	524.49 	529.63 	533.64 	515.66 	510.34 	511.60 	509.65 	505.91 
A,A2300,M05_M06,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	202.00 	189.00 	199.79 	198.26 	192.56 	189.36 	197.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	559.00 	559.00 	554.00 	550.00 	550.00 	471.00 	423.00 	367.00 	357.00 	344.00 	322.00 	303.00 	281.48 	272.33 	272.99 	272.85 	255.21 	239.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300,M05_M06,THS_HD,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5806.73 e	5541.88 	5678.48 p	6437.81 p	6833.34 	7003.05 	6917.01 	6866.29 	6605.54 
A,A2300,M05_M06,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5280.00 	5141.00 	4992.00 	4957.10 	4862.24 	4835.12 	4706.32 	4637.39 	4665.00 	4716.02 	4657.54 	4508.60 	4472.12 	4415.99 	4316.22 	4391.24 	4479.96 	4470.89 	4413.98 	4451.98 	4524.83 	4442.94 	4451.30 	4340.33 	4386.59 	4364.60 	4177.42 	3958.89 	3883.59 	3892.32 	3867.58 	3748.59 	3715.88 	3652.00 	3579.00 	3482.00 	3503.00 	3489.00 	3469.00 	3393.00 	3411.00 	3472.00 	3493.00 	3481.00 	3441.00 	3398.00 	3359.00 	: 	: 	: 
A,A2300,M12,THS_HD,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	357.78 	361.86 e	355.53 p	349.21 	342.68 	316.43 	289.48 	277.80 	262.92 	: 
A,A2300,M12,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	933.33 	902.20 	897.46 	899.98 	916.97 	910.22 	890.92 	882.99 	874.58 	873.79 	855.72 	833.93 	800.98 	799.48 	804.88 	798.74 	795.83 	796.68 	797.52 	793.62 	784.22 	771.81 	766.22 	767.73 	758.45 	756.55 	750.43 	733.35 	719.55 	715.47 	712.15 	708.37 	699.78 
A,A2300,M12,THS_HD,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	259.00 e	250.00 e	231.00 e	236.00 e	230.00 e	231.00 e	229.00 e	221.00 e	216.00 e	209.00 e	207.00 e	167.29 	168.80 	: 
A,A2300,M12,THS_HD,BE	1003.00 	1015.00 	1054.00 	1066.00 	1009.00 	1007.00 	1025.00 	1029.00 	1040.00 	1067.00 	1066.00 	1028.00 	1002.00 	1040.00 	1084.00 	1064.00 	1052.00 	1063.00 	1061.84 	1088.60 	1099.40 	1108.14 	1096.14 	1106.54 	1131.00 	1141.92 	1133.38 	1142.91 	1142.19 	1144.41 	1159.43 	1180.60 	1166.69 	1187.89 	1181.58 	1201.43 	1190.38 	1159.50 	1146.47 	1156.06 	1159.73 	1171.18 	1145.23 	1093.26 	1068.60 	1073.07 	1049.08 	1056.92 	1034.68 	1030.11 	1019.38 	1012.85 	999.30 	944.72 	945.14 	955.57 	973.75 	987.96 	938.01 	941.58 	939.04 	921.28 	916.69 	913.30 	890.57 p
