"Statistic Label","Year","Age Group","Domestic","UNIT","VALUE"
"Number of Nights by Irish Residents","2022","20 - 29 years","Domestic","Thousand",""
"Number of Nights by Irish Residents","2022","20 - 29 years","Outbound","Thousand",""
"Number of Nights by Irish Residents","2022","20 - 49 years","Domestic","Thousand","13500"
"Number of Nights by Irish Residents","2022","20 - 49 years","Outbound","Thousand","27658"
"Number of Nights by Irish Residents","2022","30 - 39 years","Domestic","Thousand",""
"Number of Nights by Irish Residents","2022","30 - 39 years","Outbound","Thousand",""
"Number of Nights by Irish Residents","2022","40 - 49 years","Domestic","Thousand",""
"Number of Nights by Irish Residents","2022","40 - 49 years","Outbound","Thousand",""
"Number of Nights by Irish Residents","2022","50 years and over","Domestic","Thousand","10770"
"Number of Nights by Irish Residents","2022","50 years and over","Outbound","Thousand","18409"
"Number of Nights by Irish Residents","2022","50 - 59 years","Domestic","Thousand",""
"Number of Nights by Irish Residents","2022","50 - 59 years","Outbound","Thousand",""
"Number of Nights by Irish Residents","2022","60 - 69 years","Domestic","Thousand",""
"Number of Nights by Irish Residents","2022","60 - 69 years","Outbound","Thousand",""
"Number of Nights by Irish Residents","2022","70 years and over","Domestic","Thousand",""
"Number of Nights by Irish Residents","2022","70 years and over","Outbound","Thousand",""
"Number of Nights by Irish Residents","2022","All ages","Domestic","Thousand","34236"
"Number of Nights by Irish Residents","2022","All ages","Outbound","Thousand","61205"
"Average Length of Stay by Irish Residents","2000","0 - 14 years","Domestic","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2000","0 - 14 years","Outbound","Nights per Trip","10.7"
"Average Length of Stay by Irish Residents","2000","0 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000","0 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000","15 - 19 years","Domestic","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2000","15 - 19 years","Outbound","Nights per Trip","11.9"
"Average Length of Stay by Irish Residents","2000","20 - 29 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2000","20 - 29 years","Outbound","Nights per Trip","11.2"
"Average Length of Stay by Irish Residents","2000","20 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000","20 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000","30 - 39 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2000","30 - 39 years","Outbound","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2000","40 - 49 years","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2000","40 - 49 years","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2000","50 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000","50 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000","50 - 59 years","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2000","50 - 59 years","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2000","60 - 69 years","Domestic","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2000","60 - 69 years","Outbound","Nights per Trip","9.8"
"Average Length of Stay by Irish Residents","2000","70 years and over","Domestic","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2000","70 years and over","Outbound","Nights per Trip","11.4"
"Average Length of Stay by Irish Residents","2000","All ages","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2000","All ages","Outbound","Nights per Trip","9.4"
"Average Length of Stay by Irish Residents","2001","0 - 14 years","Domestic","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2001","0 - 14 years","Outbound","Nights per Trip","10.4"
"Average Length of Stay by Irish Residents","2001","0 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2001","0 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2001","15 - 19 years","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2001","15 - 19 years","Outbound","Nights per Trip","11.8"
"Average Length of Stay by Irish Residents","2001","20 - 29 years","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2001","20 - 29 years","Outbound","Nights per Trip","11.1"
"Average Length of Stay by Irish Residents","2001","20 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2001","20 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2001","30 - 39 years","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2001","30 - 39 years","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2001","40 - 49 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2001","40 - 49 years","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2001","50 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2001","50 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2001","50 - 59 years","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2001","50 - 59 years","Outbound","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2001","60 - 69 years","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2001","60 - 69 years","Outbound","Nights per Trip","10.3"
"Average Length of Stay by Irish Residents","2001","70 years and over","Domestic","Nights per Trip","5"
"Average Length of Stay by Irish Residents","2001","70 years and over","Outbound","Nights per Trip","11.4"
"Average Length of Stay by Irish Residents","2001","All ages","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2001","All ages","Outbound","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2002","0 - 14 years","Domestic","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2002","0 - 14 years","Outbound","Nights per Trip","9.9"
"Average Length of Stay by Irish Residents","2002","0 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2002","0 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2002","15 - 19 years","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2002","15 - 19 years","Outbound","Nights per Trip","10.9"
"Average Length of Stay by Irish Residents","2002","20 - 29 years","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2002","20 - 29 years","Outbound","Nights per Trip","10.4"
"Average Length of Stay by Irish Residents","2002","20 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2002","20 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2002","30 - 39 years","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2002","30 - 39 years","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2002","40 - 49 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2002","40 - 49 years","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2002","50 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2002","50 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2002","50 - 59 years","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2002","50 - 59 years","Outbound","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2002","60 - 69 years","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2002","60 - 69 years","Outbound","Nights per Trip","9.9"
"Average Length of Stay by Irish Residents","2002","70 years and over","Domestic","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2002","70 years and over","Outbound","Nights per Trip","11.2"
"Average Length of Stay by Irish Residents","2002","All ages","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2002","All ages","Outbound","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2003","0 - 14 years","Domestic","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2003","0 - 14 years","Outbound","Nights per Trip","10"
"Average Length of Stay by Irish Residents","2003","0 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2003","0 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2003","15 - 19 years","Domestic","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2003","15 - 19 years","Outbound","Nights per Trip","10.4"
"Average Length of Stay by Irish Residents","2003","20 - 29 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2003","20 - 29 years","Outbound","Nights per Trip","10.7"
"Average Length of Stay by Irish Residents","2003","20 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2003","20 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2003","30 - 39 years","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2003","30 - 39 years","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2003","40 - 49 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2003","40 - 49 years","Outbound","Nights per Trip","7.6"
"Average Length of Stay by Irish Residents","2003","50 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2003","50 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2003","50 - 59 years","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2003","50 - 59 years","Outbound","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2003","60 - 69 years","Domestic","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2003","60 - 69 years","Outbound","Nights per Trip","9.3"
"Average Length of Stay by Irish Residents","2003","70 years and over","Domestic","Nights per Trip","4.5"
"Average Length of Stay by Irish Residents","2003","70 years and over","Outbound","Nights per Trip","10.6"
"Average Length of Stay by Irish Residents","2003","All ages","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2003","All ages","Outbound","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2004","0 - 14 years","Domestic","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2004","0 - 14 years","Outbound","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2004","0 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2004","0 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2004","15 - 19 years","Domestic","Nights per Trip","5"
"Average Length of Stay by Irish Residents","2004","15 - 19 years","Outbound","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2004","20 - 29 years","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2004","20 - 29 years","Outbound","Nights per Trip","10"
"Average Length of Stay by Irish Residents","2004","20 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2004","20 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2004","30 - 39 years","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2004","30 - 39 years","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2004","40 - 49 years","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2004","40 - 49 years","Outbound","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2004","50 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2004","50 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2004","50 - 59 years","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2004","50 - 59 years","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2004","60 - 69 years","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2004","60 - 69 years","Outbound","Nights per Trip","9.9"
"Average Length of Stay by Irish Residents","2004","70 years and over","Domestic","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2004","70 years and over","Outbound","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2004","All ages","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2004","All ages","Outbound","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2005","0 - 14 years","Domestic","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2005","0 - 14 years","Outbound","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2005","0 - 19 years","Domestic","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2005","0 - 19 years","Outbound","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2005","15 - 19 years","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2005","15 - 19 years","Outbound","Nights per Trip","10.4"
"Average Length of Stay by Irish Residents","2005","20 - 29 years","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2005","20 - 29 years","Outbound","Nights per Trip","10.5"
"Average Length of Stay by Irish Residents","2005","20 - 49 years","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2005","20 - 49 years","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2005","30 - 39 years","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005","30 - 39 years","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2005","40 - 49 years","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2005","40 - 49 years","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2005","50 years and over","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2005","50 years and over","Outbound","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2005","50 - 59 years","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2005","50 - 59 years","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2005","60 - 69 years","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2005","60 - 69 years","Outbound","Nights per Trip","9.3"
"Average Length of Stay by Irish Residents","2005","70 years and over","Domestic","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2005","70 years and over","Outbound","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2005","All ages","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2005","All ages","Outbound","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2006","0 - 14 years","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2006","0 - 14 years","Outbound","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2006","0 - 19 years","Domestic","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2006","0 - 19 years","Outbound","Nights per Trip","9"
"Average Length of Stay by Irish Residents","2006","15 - 19 years","Domestic","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2006","15 - 19 years","Outbound","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2006","20 - 29 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2006","20 - 29 years","Outbound","Nights per Trip","9"
"Average Length of Stay by Irish Residents","2006","20 - 49 years","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006","20 - 49 years","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2006","30 - 39 years","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006","30 - 39 years","Outbound","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2006","40 - 49 years","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2006","40 - 49 years","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2006","50 years and over","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2006","50 years and over","Outbound","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2006","50 - 59 years","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006","50 - 59 years","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2006","60 - 69 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2006","60 - 69 years","Outbound","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2006","70 years and over","Domestic","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2006","70 years and over","Outbound","Nights per Trip","10"
"Average Length of Stay by Irish Residents","2006","All ages","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2006","All ages","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2007","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","0 - 19 years","Domestic","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2007","0 - 19 years","Outbound","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2007","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","20 - 49 years","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2007","20 - 49 years","Outbound","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2007","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","50 years and over","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2007","50 years and over","Outbound","Nights per Trip","7.6"
"Average Length of Stay by Irish Residents","2007","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2007","All ages","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2007","All ages","Outbound","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2008","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","0 - 19 years","Domestic","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2008","0 - 19 years","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2008","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","20 - 49 years","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2008","20 - 49 years","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2008","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","50 years and over","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2008","50 years and over","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2008","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008","All ages","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2008","All ages","Outbound","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2009","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","0 - 19 years","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2009","0 - 19 years","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2009","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","20 - 49 years","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2009","20 - 49 years","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2009","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","50 years and over","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2009","50 years and over","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2009","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009","All ages","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2009","All ages","Outbound","Nights per Trip","7.6"
"Average Length of Stay by Irish Residents","2010","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","0 - 19 years","Domestic","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2010","0 - 19 years","Outbound","Nights per Trip","9.6"
"Average Length of Stay by Irish Residents","2010","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","20 - 49 years","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2010","20 - 49 years","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2010","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","50 years and over","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2010","50 years and over","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2010","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2010","All ages","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2010","All ages","Outbound","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2011","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","0 - 19 years","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2011","0 - 19 years","Outbound","Nights per Trip","9.6"
"Average Length of Stay by Irish Residents","2011","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","20 - 49 years","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2011","20 - 49 years","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2011","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","50 years and over","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2011","50 years and over","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2011","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2011","All ages","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2011","All ages","Outbound","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2012","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","0 - 19 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2012","0 - 19 years","Outbound","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2012","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","20 - 49 years","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2012","20 - 49 years","Outbound","Nights per Trip","7.6"
"Average Length of Stay by Irish Residents","2012","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","40 - 49 years","Domestic","Nights per Trip",""
