"STATISTIC","Statistic Label","C02164V02610","Type of Accommodation Used","C02118V02559","Reason for Journey","TLIST(Q1)","Quarter","UNIT","VALUE"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20142","2014Q2","Thousand","2775"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20143","2014Q3","Thousand","3729"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20144","2014Q4","Thousand","2369"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20151","2015Q1","Thousand","2583"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20152","2015Q2","Thousand","2705"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20153","2015Q3","Thousand","3714"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20154","2015Q4","Thousand","2556"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20161","2016Q1","Thousand","3061"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20162","2016Q2","Thousand","2867"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20163","2016Q3","Thousand","3978"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20164","2016Q4","Thousand","2823"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20171","2017Q1","Thousand","2886"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20172","2017Q2","Thousand","2660"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20173","2017Q3","Thousand","3928"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20174","2017Q4","Thousand","2800"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20181","2018Q1","Thousand","2665"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20182","2018Q2","Thousand","3071"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20183","2018Q3","Thousand","4206"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20184","2018Q4","Thousand","2808"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20191","2019Q1","Thousand","2901"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20192","2019Q2","Thousand","3038"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20193","2019Q3","Thousand","4000"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20194","2019Q4","Thousand","2860"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20121","2012Q1","Thousand","111"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20122","2012Q2","Thousand","105"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20123","2012Q3","Thousand","201"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20124","2012Q4","Thousand","311"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20131","2013Q1","Thousand","216"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20132","2013Q2","Thousand","135"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20133","2013Q3","Thousand","166"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20134","2013Q4","Thousand","181"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20141","2014Q1","Thousand","179"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20142","2014Q2","Thousand","250"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20143","2014Q3","Thousand","222"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20144","2014Q4","Thousand","197"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20151","2015Q1","Thousand","206"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20152","2015Q2","Thousand","164"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20153","2015Q3","Thousand","275"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20154","2015Q4","Thousand","206"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20161","2016Q1","Thousand","127"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20162","2016Q2","Thousand","144"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20163","2016Q3","Thousand","262"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20164","2016Q4","Thousand","350"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20171","2017Q1","Thousand","143"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20172","2017Q2","Thousand","141"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20173","2017Q3","Thousand","238"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20174","2017Q4","Thousand","237"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20181","2018Q1","Thousand","199"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20182","2018Q2","Thousand","204"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20183","2018Q3","Thousand","221"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20184","2018Q4","Thousand","308"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20191","2019Q1","Thousand","160"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20192","2019Q2","Thousand","126"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20193","2019Q3","Thousand","222"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","3","Business","20194","2019Q4","Thousand","232"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20121","2012Q1","Thousand","175"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20122","2012Q2","Thousand","163"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20123","2012Q3","Thousand","320"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20124","2012Q4","Thousand","140"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20131","2013Q1","Thousand","147"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20132","2013Q2","Thousand","215"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20133","2013Q3","Thousand","264"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20134","2013Q4","Thousand","146"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20141","2014Q1","Thousand","162"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20142","2014Q2","Thousand","390"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20143","2014Q3","Thousand","277"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20144","2014Q4","Thousand","238"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20151","2015Q1","Thousand","141"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20152","2015Q2","Thousand","185"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20153","2015Q3","Thousand","292"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20154","2015Q4","Thousand","146"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20161","2016Q1","Thousand","139"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20162","2016Q2","Thousand","221"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20163","2016Q3","Thousand","233"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20164","2016Q4","Thousand","171"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20171","2017Q1","Thousand","126"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20172","2017Q2","Thousand","235"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20173","2017Q3","Thousand","211"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20174","2017Q4","Thousand","282"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20181","2018Q1","Thousand","213"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20182","2018Q2","Thousand","171"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20183","2018Q3","Thousand","162"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20184","2018Q4","Thousand","133"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20191","2019Q1","Thousand","148"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20192","2019Q2","Thousand","223"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20193","2019Q3","Thousand","194"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","4","Other reason for journey","20194","2019Q4","Thousand","151"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20121","2012Q1","Thousand","405"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20122","2012Q2","Thousand","1127"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20123","2012Q3","Thousand","1730"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20124","2012Q4","Thousand","812"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20131","2013Q1","Thousand","453"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20132","2013Q2","Thousand","1145"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20133","2013Q3","Thousand","2151"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20134","2013Q4","Thousand","701"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20141","2014Q1","Thousand","470"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20142","2014Q2","Thousand","1458"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20143","2014Q3","Thousand","2327"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20144","2014Q4","Thousand","916"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20151","2015Q1","Thousand","653"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20152","2015Q2","Thousand","1820"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20153","2015Q3","Thousand","3040"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20154","2015Q4","Thousand","1217"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20161","2016Q1","Thousand","798"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20162","2016Q2","Thousand","2229"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20163","2016Q3","Thousand","3602"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20164","2016Q4","Thousand","1225"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20171","2017Q1","Thousand","832"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20172","2017Q2","Thousand","2518"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20173","2017Q3","Thousand","3555"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20174","2017Q4","Thousand","1689"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20181","2018Q1","Thousand","1182"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20182","2018Q2","Thousand","2876"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20183","2018Q3","Thousand","3921"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20184","2018Q4","Thousand","1596"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20191","2019Q1","Thousand","979"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20192","2019Q2","Thousand","2862"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20193","2019Q3","Thousand","3659"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All reasons for journey","20194","2019Q4","Thousand","1428"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20121","2012Q1","Thousand","169"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20122","2012Q2","Thousand","741"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20123","2012Q3","Thousand","1095"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20124","2012Q4","Thousand","335"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20131","2013Q1","Thousand","195"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20132","2013Q2","Thousand","785"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20133","2013Q3","Thousand","1631"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20134","2013Q4","Thousand","385"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20141","2014Q1","Thousand","204"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20142","2014Q2","Thousand","1018"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20143","2014Q3","Thousand","1785"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20144","2014Q4","Thousand","439"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20151","2015Q1","Thousand","277"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20152","2015Q2","Thousand","1359"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20153","2015Q3","Thousand","2349"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20154","2015Q4","Thousand","659"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20161","2016Q1","Thousand","446"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20162","2016Q2","Thousand","1602"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20163","2016Q3","Thousand","2723"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20164","2016Q4","Thousand","778"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20171","2017Q1","Thousand","474"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20172","2017Q2","Thousand","1883"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20173","2017Q3","Thousand","2731"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20174","2017Q4","Thousand","1012"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20181","2018Q1","Thousand","711"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20182","2018Q2","Thousand","2115"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20183","2018Q3","Thousand","3065"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20184","2018Q4","Thousand","1065"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20191","2019Q1","Thousand","600"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20192","2019Q2","Thousand","2061"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20193","2019Q3","Thousand","2861"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","1","Holiday/leisure/recreation","20194","2019Q4","Thousand","778"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20121","2012Q1","Thousand","71"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20122","2012Q2","Thousand","109"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20123","2012Q3","Thousand","202"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20124","2012Q4","Thousand","73"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20131","2013Q1","Thousand","66"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20132","2013Q2","Thousand","118"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20133","2013Q3","Thousand","181"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20134","2013Q4","Thousand","89"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20141","2014Q1","Thousand","80"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20142","2014Q2","Thousand","147"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20143","2014Q3","Thousand","221"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20144","2014Q4","Thousand","131"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20151","2015Q1","Thousand","83"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20152","2015Q2","Thousand","178"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20153","2015Q3","Thousand","255"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20154","2015Q4","Thousand","147"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20161","2016Q1","Thousand","117"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20162","2016Q2","Thousand","198"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20163","2016Q3","Thousand","299"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20164","2016Q4","Thousand","181"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20171","2017Q1","Thousand","118"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20172","2017Q2","Thousand","233"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20173","2017Q3","Thousand","314"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20174","2017Q4","Thousand","199"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20181","2018Q1","Thousand","120"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20182","2018Q2","Thousand","287"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20183","2018Q3","Thousand","340"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20184","2018Q4","Thousand","180"
