"STATISTIC Label","Month","Country","Direction","UNIT","VALUE"
"Air and Sea Travel","2014 December","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","56.4"
"Air and Sea Travel","2014 December","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","63"
"Air and Sea Travel","2014 December","Switzerland","Arrivals","Thousand","12.7"
"Air and Sea Travel","2014 December","Switzerland","Departures","Thousand","13.6"
"Air and Sea Travel","2014 December","Other Europe (34)","Arrivals","Thousand","4.9"
"Air and Sea Travel","2014 December","Other Europe (34)","Departures","Thousand","5.2"
"Air and Sea Travel","2014 December","United States","Arrivals","Thousand","74.2"
"Air and Sea Travel","2014 December","United States","Departures","Thousand","69.2"
"Air and Sea Travel","2014 December","Other Transatlantic Countries(1)","Arrivals","Thousand","5.4"
"Air and Sea Travel","2014 December","Other Transatlantic Countries(1)","Departures","Thousand","5.1"
"Air and Sea Travel","2014 December","United Arab Emirates","Arrivals","Thousand","30.4"
"Air and Sea Travel","2014 December","United Arab Emirates","Departures","Thousand","33.5"
"Air and Sea Travel","2014 December","Other Countries(42)","Arrivals","Thousand","6.9"
"Air and Sea Travel","2014 December","Other Countries(42)","Departures","Thousand","8.1"
"Air and Sea Travel","2014 December","All countries","Arrivals","Thousand","1016.7"
"Air and Sea Travel","2014 December","All countries","Departures","Thousand","977.1"
"Air and Sea Travel","2015 January","Great Britain","Arrivals","Thousand","392.2"
"Air and Sea Travel","2015 January","Great Britain","Departures","Thousand","463.1"
"Air and Sea Travel","2015 January","Other UK (1)","Arrivals","Thousand","0.9"
"Air and Sea Travel","2015 January","Other UK (1)","Departures","Thousand","1.1"
"Air and Sea Travel","2015 January","Belgium","Arrivals","Thousand","15.6"
"Air and Sea Travel","2015 January","Belgium","Departures","Thousand","16.1"
"Air and Sea Travel","2015 January","Germany","Arrivals","Thousand","48.8"
"Air and Sea Travel","2015 January","Germany","Departures","Thousand","47.9"
"Air and Sea Travel","2015 January","Spain","Arrivals","Thousand","77.7"
"Air and Sea Travel","2015 January","Spain","Departures","Thousand","69.4"
"Air and Sea Travel","2015 January","France","Arrivals","Thousand","55"
"Air and Sea Travel","2015 January","France","Departures","Thousand","52.6"
"Air and Sea Travel","2015 January","Italy","Arrivals","Thousand","28.8"
"Air and Sea Travel","2015 January","Italy","Departures","Thousand","27.3"
"Air and Sea Travel","2015 January","Netherlands","Arrivals","Thousand","27.7"
"Air and Sea Travel","2015 January","Netherlands","Departures","Thousand","30.7"
"Air and Sea Travel","2015 January","Poland","Arrivals","Thousand","41.6"
"Air and Sea Travel","2015 January","Poland","Departures","Thousand","35"
"Air and Sea Travel","2015 January","Portugal","Arrivals","Thousand","11.1"
"Air and Sea Travel","2015 January","Portugal","Departures","Thousand","9.6"
"Air and Sea Travel","2015 January","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","57.5"
"Air and Sea Travel","2015 January","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","53.5"
"Air and Sea Travel","2015 January","Switzerland","Arrivals","Thousand","12.8"
"Air and Sea Travel","2015 January","Switzerland","Departures","Thousand","13.2"
"Air and Sea Travel","2015 January","Other Europe (34)","Arrivals","Thousand","4.6"
"Air and Sea Travel","2015 January","Other Europe (34)","Departures","Thousand","5"
"Air and Sea Travel","2015 January","United States","Arrivals","Thousand","51.5"
"Air and Sea Travel","2015 January","United States","Departures","Thousand","54.8"
"Air and Sea Travel","2015 January","Other Transatlantic Countries(1)","Arrivals","Thousand","4"
"Air and Sea Travel","2015 January","Other Transatlantic Countries(1)","Departures","Thousand","4.3"
"Air and Sea Travel","2015 January","United Arab Emirates","Arrivals","Thousand","31.7"
"Air and Sea Travel","2015 January","United Arab Emirates","Departures","Thousand","31.5"
"Air and Sea Travel","2015 January","Other Countries(42)","Arrivals","Thousand","9.3"
"Air and Sea Travel","2015 January","Other Countries(42)","Departures","Thousand","8.3"
"Air and Sea Travel","2015 January","All countries","Arrivals","Thousand","871"
"Air and Sea Travel","2015 January","All countries","Departures","Thousand","923.4"
"Air and Sea Travel","2015 February","Great Britain","Arrivals","Thousand","453.9"
"Air and Sea Travel","2015 February","Great Britain","Departures","Thousand","443.3"
"Air and Sea Travel","2015 February","Other UK (1)","Arrivals","Thousand","1.2"
"Air and Sea Travel","2015 February","Other UK (1)","Departures","Thousand","1.2"
"Air and Sea Travel","2015 February","Belgium","Arrivals","Thousand","18.5"
"Air and Sea Travel","2015 February","Belgium","Departures","Thousand","18.4"
"Air and Sea Travel","2015 February","Germany","Arrivals","Thousand","51.4"
"Air and Sea Travel","2015 February","Germany","Departures","Thousand","49.3"
"Air and Sea Travel","2015 February","Spain","Arrivals","Thousand","71.2"
"Air and Sea Travel","2015 February","Spain","Departures","Thousand","72.2"
"Air and Sea Travel","2015 February","France","Arrivals","Thousand","60.6"
"Air and Sea Travel","2015 February","France","Departures","Thousand","57.9"
"Air and Sea Travel","2015 February","Italy","Arrivals","Thousand","33.3"
"Air and Sea Travel","2015 February","Italy","Departures","Thousand","32.7"
"Air and Sea Travel","2015 February","Netherlands","Arrivals","Thousand","28.6"
"Air and Sea Travel","2015 February","Netherlands","Departures","Thousand","28.6"
"Air and Sea Travel","2015 February","Poland","Arrivals","Thousand","35"
"Air and Sea Travel","2015 February","Poland","Departures","Thousand","34.8"
"Air and Sea Travel","2015 February","Portugal","Arrivals","Thousand","11"
"Air and Sea Travel","2015 February","Portugal","Departures","Thousand","11.3"
"Air and Sea Travel","2015 February","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","50.8"
"Air and Sea Travel","2015 February","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","50.2"
"Air and Sea Travel","2015 February","Switzerland","Arrivals","Thousand","13.4"
"Air and Sea Travel","2015 February","Switzerland","Departures","Thousand","13.1"
"Air and Sea Travel","2015 February","Other Europe (34)","Arrivals","Thousand","5.4"
"Air and Sea Travel","2015 February","Other Europe (34)","Departures","Thousand","5.6"
"Air and Sea Travel","2015 February","United States","Arrivals","Thousand","43"
"Air and Sea Travel","2015 February","United States","Departures","Thousand","42.1"
"Air and Sea Travel","2015 February","Other Transatlantic Countries(1)","Arrivals","Thousand","3.4"
"Air and Sea Travel","2015 February","Other Transatlantic Countries(1)","Departures","Thousand","3.3"
"Air and Sea Travel","2015 February","United Arab Emirates","Arrivals","Thousand","22.8"
"Air and Sea Travel","2015 February","United Arab Emirates","Departures","Thousand","22.9"
"Air and Sea Travel","2015 February","Other Countries(42)","Arrivals","Thousand","7.9"
"Air and Sea Travel","2015 February","Other Countries(42)","Departures","Thousand","8"
"Air and Sea Travel","2015 February","All countries","Arrivals","Thousand","911.4"
"Air and Sea Travel","2015 February","All countries","Departures","Thousand","894.9"
"Air and Sea Travel","2015 March","Great Britain","Arrivals","Thousand","556.9"
"Air and Sea Travel","2015 March","Great Britain","Departures","Thousand","549.6"
"Air and Sea Travel","2015 March","Other UK (1)","Arrivals","Thousand","0"
"Air and Sea Travel","2015 March","Other UK (1)","Departures","Thousand","0"
"Air and Sea Travel","2015 March","Belgium","Arrivals","Thousand","22"
"Air and Sea Travel","2015 March","Belgium","Departures","Thousand","22.5"
"Air and Sea Travel","2015 March","Germany","Arrivals","Thousand","68.2"
"Air and Sea Travel","2015 March","Germany","Departures","Thousand","63.9"
"Air and Sea Travel","2015 March","Spain","Arrivals","Thousand","91.1"
"Air and Sea Travel","2015 March","Spain","Departures","Thousand","95.8"
"Air and Sea Travel","2015 March","France","Arrivals","Thousand","68.4"
"Air and Sea Travel","2015 March","France","Departures","Thousand","73.1"
"Air and Sea Travel","2015 March","Italy","Arrivals","Thousand","36"
"Air and Sea Travel","2015 March","Italy","Departures","Thousand","38.9"
"Air and Sea Travel","2015 March","Netherlands","Arrivals","Thousand","32.9"
"Air and Sea Travel","2015 March","Netherlands","Departures","Thousand","34.6"
"Air and Sea Travel","2015 March","Poland","Arrivals","Thousand","38.1"
"Air and Sea Travel","2015 March","Poland","Departures","Thousand","38.9"
"Air and Sea Travel","2015 March","Portugal","Arrivals","Thousand","14.3"
"Air and Sea Travel","2015 March","Portugal","Departures","Thousand","17"
"Air and Sea Travel","2015 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","63.7"
"Air and Sea Travel","2015 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","63"
"Air and Sea Travel","2015 March","Switzerland","Arrivals","Thousand","15.9"
"Air and Sea Travel","2015 March","Switzerland","Departures","Thousand","15.9"
"Air and Sea Travel","2015 March","Other Europe (34)","Arrivals","Thousand","7.8"
"Air and Sea Travel","2015 March","Other Europe (34)","Departures","Thousand","7.6"
"Air and Sea Travel","2015 March","United States","Arrivals","Thousand","68.2"
"Air and Sea Travel","2015 March","United States","Departures","Thousand","70.4"
"Air and Sea Travel","2015 March","Other Transatlantic Countries(1)","Arrivals","Thousand","5.1"
"Air and Sea Travel","2015 March","Other Transatlantic Countries(1)","Departures","Thousand","5.5"
"Air and Sea Travel","2015 March","United Arab Emirates","Arrivals","Thousand","28.8"
"Air and Sea Travel","2015 March","United Arab Emirates","Departures","Thousand","28.8"
"Air and Sea Travel","2015 March","Other Countries(42)","Arrivals","Thousand","9.5"
"Air and Sea Travel","2015 March","Other Countries(42)","Departures","Thousand","10"
"Air and Sea Travel","2015 March","All countries","Arrivals","Thousand","1126.8"
"Air and Sea Travel","2015 March","All countries","Departures","Thousand","1135.6"
"Air and Sea Travel","2015 April","Great Britain","Arrivals","Thousand","573"
"Air and Sea Travel","2015 April","Great Britain","Departures","Thousand","577.5"
"Air and Sea Travel","2015 April","Other UK (1)","Arrivals","Thousand","2.2"
"Air and Sea Travel","2015 April","Other UK (1)","Departures","Thousand","2.3"
"Air and Sea Travel","2015 April","Belgium","Arrivals","Thousand","25.4"
"Air and Sea Travel","2015 April","Belgium","Departures","Thousand","24"
"Air and Sea Travel","2015 April","Germany","Arrivals","Thousand","84.5"
"Air and Sea Travel","2015 April","Germany","Departures","Thousand","81.9"
"Air and Sea Travel","2015 April","Spain","Arrivals","Thousand","134.7"
"Air and Sea Travel","2015 April","Spain","Departures","Thousand","136.1"
"Air and Sea Travel","2015 April","France","Arrivals","Thousand","99.1"
"Air and Sea Travel","2015 April","France","Departures","Thousand","87.7"
"Air and Sea Travel","2015 April","Italy","Arrivals","Thousand","51.5"
"Air and Sea Travel","2015 April","Italy","Departures","Thousand","48"
"Air and Sea Travel","2015 April","Netherlands","Arrivals","Thousand","37.3"
"Air and Sea Travel","2015 April","Netherlands","Departures","Thousand","34.3"
"Air and Sea Travel","2015 April","Poland","Arrivals","Thousand","40.8"
"Air and Sea Travel","2015 April","Poland","Departures","Thousand","39.8"
"Air and Sea Travel","2015 April","Portugal","Arrivals","Thousand","34.3"
"Air and Sea Travel","2015 April","Portugal","Departures","Thousand","35.7"
"Air and Sea Travel","2015 April","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","75.4"
"Air and Sea Travel","2015 April","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","75.3"
"Air and Sea Travel","2015 April","Switzerland","Arrivals","Thousand","16.1"
"Air and Sea Travel","2015 April","Switzerland","Departures","Thousand","14.7"
"Air and Sea Travel","2015 April","Other Europe (34)","Arrivals","Thousand","9.2"
"Air and Sea Travel","2015 April","Other Europe (34)","Departures","Thousand","9"
"Air and Sea Travel","2015 April","United States","Arrivals","Thousand","87.1"
"Air and Sea Travel","2015 April","United States","Departures","Thousand","83.1"
"Air and Sea Travel","2015 April","Other Transatlantic Countries(1)","Arrivals","Thousand","8.1"
"Air and Sea Travel","2015 April","Other Transatlantic Countries(1)","Departures","Thousand","8.1"
"Air and Sea Travel","2015 April","United Arab Emirates","Arrivals","Thousand","33.3"
"Air and Sea Travel","2015 April","United Arab Emirates","Departures","Thousand","22.9"
"Air and Sea Travel","2015 April","Other Countries(42)","Arrivals","Thousand","11.9"
"Air and Sea Travel","2015 April","Other Countries(42)","Departures","Thousand","11.4"
"Air and Sea Travel","2015 April","All countries","Arrivals","Thousand","1324"
"Air and Sea Travel","2015 April","All countries","Departures","Thousand","1291.6"
"Air and Sea Travel","2015 May","Great Britain","Arrivals","Thousand","595.1"
"Air and Sea Travel","2015 May","Great Britain","Departures","Thousand","596.3"
"Air and Sea Travel","2015 May","Other UK (1)","Arrivals","Thousand","2.6"
"Air and Sea Travel","2015 May","Other UK (1)","Departures","Thousand","2.6"
"Air and Sea Travel","2015 May","Belgium","Arrivals","Thousand","23.9"
"Air and Sea Travel","2015 May","Belgium","Departures","Thousand","25.5"
"Air and Sea Travel","2015 May","Germany","Arrivals","Thousand","91.2"
"Air and Sea Travel","2015 May","Germany","Departures","Thousand","89.3"
"Air and Sea Travel","2015 May","Spain","Arrivals","Thousand","154.9"
"Air and Sea Travel","2015 May","Spain","Departures","Thousand","177.3"
"Air and Sea Travel","2015 May","France","Arrivals","Thousand","99.6"
"Air and Sea Travel","2015 May","France","Departures","Thousand","115.1"
"Air and Sea Travel","2015 May","Italy","Arrivals","Thousand","53.6"
"Air and Sea Travel","2015 May","Italy","Departures","Thousand","60.6"
"Air and Sea Travel","2015 May","Netherlands","Arrivals","Thousand","36.6"
"Air and Sea Travel","2015 May","Netherlands","Departures","Thousand","38.1"
"Air and Sea Travel","2015 May","Poland","Arrivals","Thousand","41.3"
"Air and Sea Travel","2015 May","Poland","Departures","Thousand","43.3"
"Air and Sea Travel","2015 May","Portugal","Arrivals","Thousand","44.2"
"Air and Sea Travel","2015 May","Portugal","Departures","Thousand","50.7"
"Air and Sea Travel","2015 May","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","80.9"
"Air and Sea Travel","2015 May","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","89.6"
"Air and Sea Travel","2015 May","Switzerland","Arrivals","Thousand","16"
"Air and Sea Travel","2015 May","Switzerland","Departures","Thousand","16.1"
"Air and Sea Travel","2015 May","Other Europe (34)","Arrivals","Thousand","7.1"
"Air and Sea Travel","2015 May","Other Europe (34)","Departures","Thousand","7.8"
"Air and Sea Travel","2015 May","United States","Arrivals","Thousand","124.5"
