"STATISTIC","Statistic Label","C02164V02610","Type of Accommodation Used","AREARES","Area of Residence","TLIST(Q1)","Quarter","UNIT","VALUE"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20182","2018Q2","Thousand","1428"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20183","2018Q3","Thousand","1601"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20184","2018Q4","Thousand","1352"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20191","2019Q1","Thousand","1169"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20192","2019Q2","Thousand","1447"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20193","2019Q3","Thousand","1666"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20194","2019Q4","Thousand","1312"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20121","2012Q1","Thousand","361"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20122","2012Q2","Thousand","342"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20123","2012Q3","Thousand","389"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20124","2012Q4","Thousand","337"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20131","2013Q1","Thousand","284"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20132","2013Q2","Thousand","357"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20133","2013Q3","Thousand","670"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20134","2013Q4","Thousand","336"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20141","2014Q1","Thousand","356"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20142","2014Q2","Thousand","379"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20143","2014Q3","Thousand","672"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20144","2014Q4","Thousand","314"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20151","2015Q1","Thousand","311"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20152","2015Q2","Thousand","364"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20153","2015Q3","Thousand","710"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20154","2015Q4","Thousand","393"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20161","2016Q1","Thousand","364"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20162","2016Q2","Thousand","415"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20163","2016Q3","Thousand","800"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20164","2016Q4","Thousand","457"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20171","2017Q1","Thousand","432"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20172","2017Q2","Thousand","439"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20173","2017Q3","Thousand","859"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20174","2017Q4","Thousand","446"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20181","2018Q1","Thousand","438"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20182","2018Q2","Thousand","457"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20183","2018Q3","Thousand","721"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20184","2018Q4","Thousand","343"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20191","2019Q1","Thousand","489"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20192","2019Q2","Thousand","408"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20193","2019Q3","Thousand","736"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","03","USA and Canada","20194","2019Q4","Thousand","365"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20121","2012Q1","Thousand","485"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20122","2012Q2","Thousand","413"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20123","2012Q3","Thousand","626"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20124","2012Q4","Thousand","317"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20131","2013Q1","Thousand","465"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20132","2013Q2","Thousand","416"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20133","2013Q3","Thousand","739"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20134","2013Q4","Thousand","423"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20141","2014Q1","Thousand","532"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20142","2014Q2","Thousand","603"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20143","2014Q3","Thousand","900"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20144","2014Q4","Thousand","519"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20151","2015Q1","Thousand","515"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20152","2015Q2","Thousand","530"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20153","2015Q3","Thousand","1000"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20154","2015Q4","Thousand","537"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20161","2016Q1","Thousand","626"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20162","2016Q2","Thousand","628"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20163","2016Q3","Thousand","879"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20164","2016Q4","Thousand","490"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20171","2017Q1","Thousand","707"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20172","2017Q2","Thousand","688"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20173","2017Q3","Thousand","1033"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20174","2017Q4","Thousand","610"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20181","2018Q1","Thousand","648"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20182","2018Q2","Thousand","578"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20183","2018Q3","Thousand","1277"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20184","2018Q4","Thousand","684"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20191","2019Q1","Thousand","795"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20192","2019Q2","Thousand","624"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20193","2019Q3","Thousand","1114"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","04","Other Areas","20194","2019Q4","Thousand","593"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20121","2012Q1","Thousand","405"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20122","2012Q2","Thousand","1127"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20123","2012Q3","Thousand","1730"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20124","2012Q4","Thousand","812"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20131","2013Q1","Thousand","453"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20132","2013Q2","Thousand","1145"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20133","2013Q3","Thousand","2151"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20134","2013Q4","Thousand","701"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20141","2014Q1","Thousand","470"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20142","2014Q2","Thousand","1458"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20143","2014Q3","Thousand","2327"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20144","2014Q4","Thousand","916"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20151","2015Q1","Thousand","653"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20152","2015Q2","Thousand","1820"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20153","2015Q3","Thousand","3040"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20154","2015Q4","Thousand","1217"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20161","2016Q1","Thousand","798"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20162","2016Q2","Thousand","2229"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20163","2016Q3","Thousand","3602"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20164","2016Q4","Thousand","1225"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20171","2017Q1","Thousand","832"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20172","2017Q2","Thousand","2518"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20173","2017Q3","Thousand","3555"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20174","2017Q4","Thousand","1689"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20181","2018Q1","Thousand","1182"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20182","2018Q2","Thousand","2876"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20183","2018Q3","Thousand","3921"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20184","2018Q4","Thousand","1596"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20191","2019Q1","Thousand","979"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20192","2019Q2","Thousand","2862"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20193","2019Q3","Thousand","3659"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","-","All areas of residence","20194","2019Q4","Thousand","1428"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20121","2012Q1","Thousand","84"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20122","2012Q2","Thousand","162"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20123","2012Q3","Thousand","248"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20124","2012Q4","Thousand","113"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20131","2013Q1","Thousand","80"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20132","2013Q2","Thousand","182"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20133","2013Q3","Thousand","279"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20134","2013Q4","Thousand","95"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20141","2014Q1","Thousand","90"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20142","2014Q2","Thousand","200"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20143","2014Q3","Thousand","254"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20144","2014Q4","Thousand","138"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20151","2015Q1","Thousand","143"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20152","2015Q2","Thousand","203"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20153","2015Q3","Thousand","362"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20154","2015Q4","Thousand","176"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20161","2016Q1","Thousand","161"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20162","2016Q2","Thousand","288"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20163","2016Q3","Thousand","434"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20164","2016Q4","Thousand","164"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20171","2017Q1","Thousand","151"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20172","2017Q2","Thousand","387"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20173","2017Q3","Thousand","411"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20174","2017Q4","Thousand","225"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20181","2018Q1","Thousand","163"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20182","2018Q2","Thousand","309"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20183","2018Q3","Thousand","383"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20184","2018Q4","Thousand","237"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20191","2019Q1","Thousand","165"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20192","2019Q2","Thousand","332"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20193","2019Q3","Thousand","428"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","01","Great Britain","20194","2019Q4","Thousand","180"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20121","2012Q1","Thousand","210"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20122","2012Q2","Thousand","518"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20123","2012Q3","Thousand","952"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20124","2012Q4","Thousand","485"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20131","2013Q1","Thousand","244"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20132","2013Q2","Thousand","540"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20133","2013Q3","Thousand","1195"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20134","2013Q4","Thousand","350"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20141","2014Q1","Thousand","246"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20142","2014Q2","Thousand","759"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20143","2014Q3","Thousand","1310"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20144","2014Q4","Thousand","469"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20151","2015Q1","Thousand","338"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20152","2015Q2","Thousand","938"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20153","2015Q3","Thousand","1743"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20154","2015Q4","Thousand","610"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20161","2016Q1","Thousand","410"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20162","2016Q2","Thousand","1144"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20163","2016Q3","Thousand","1977"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20164","2016Q4","Thousand","546"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20171","2017Q1","Thousand","404"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20172","2017Q2","Thousand","1119"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20173","2017Q3","Thousand","1855"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20174","2017Q4","Thousand","813"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20181","2018Q1","Thousand","637"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20182","2018Q2","Thousand","1379"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20183","2018Q3","Thousand","2020"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20184","2018Q4","Thousand","603"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20191","2019Q1","Thousand","433"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20192","2019Q2","Thousand","1373"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20193","2019Q3","Thousand","1912"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","02","Other Europe","20194","2019Q4","Thousand","755"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20121","2012Q1","Thousand","69"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20122","2012Q2","Thousand","358"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20123","2012Q3","Thousand","421"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20124","2012Q4","Thousand","140"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20131","2013Q1","Thousand","71"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20132","2013Q2","Thousand","338"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20133","2013Q3","Thousand","494"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20134","2013Q4","Thousand","144"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20141","2014Q1","Thousand","81"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20142","2014Q2","Thousand","386"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20143","2014Q3","Thousand","599"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20144","2014Q4","Thousand","176"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20151","2015Q1","Thousand","118"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20152","2015Q2","Thousand","520"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20153","2015Q3","Thousand","693"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","03","USA and Canada","20154","2015Q4","Thousand","259"
